model,lead_day,n_idx30,rmse_idx30,rmse_idx90,rmse_reg_macro
persistence_recursive,705,8,0.7776619093587718,0.5022521751880534,0.6399570422734127
persistence_recursive,706,8,0.7729363011159774,0.4994615075980468,0.6361989043570121
persistence_recursive,707,8,0.7562003625197974,0.4963640212905754,0.6262821919051864
persistence_recursive,708,8,0.74088778611637,0.5015363706161176,0.6212120783662438
persistence_recursive,709,8,0.7179917014949571,0.49042452022954813,0.6042081108622526
persistence_recursive,710,8,0.7117809123371803,0.48614654267736723,0.5989637275072738
persistence_recursive,711,8,0.6695870948127852,0.4553741346415702,0.5624806147271777
persistence_recursive,712,8,0.6675951979430393,0.45692263283368706,0.5622589153883633
persistence_recursive,713,8,0.6636805860468595,0.46351750447639317,0.5635990452616264
persistence_recursive,714,8,0.6597447022351252,0.4765558580039466,0.5681502801195359
persistence_recursive,715,8,0.6178249321943123,0.4599626137557495,0.5388937729750309
persistence_recursive,716,8,0.6099050628531618,0.4574001238558044,0.5336525933544831
persistence_recursive,717,8,0.5789408636389833,0.43585127896448717,0.5073960713017353
persistence_recursive,718,8,0.5737013413668993,0.4284454539347317,0.5010733976508155
persistence_recursive,719,8,0.583469390425604,0.4280598354183966,0.5057646129220003
persistence_recursive,720,8,0.5869554955732021,0.42554045456511685,0.5062479750691595
persistence_recursive,721,8,0.5948469349076025,0.4257870705825118,0.5103170027450572
persistence_recursive,722,8,0.6180050319372845,0.4286608957339993,0.5233329638356419
persistence_recursive,723,8,0.6169780577907876,0.42260146128137455,0.5197897595360811
persistence_recursive,724,8,0.597643603132249,0.4125767866397187,0.5051101948859839
persistence_recursive,725,8,0.6002802721726781,0.4125193979343909,0.5063998350535345
persistence_recursive,726,8,0.5926468189240208,0.4067391012843047,0.49969296010416275
persistence_recursive,727,8,0.5620771166199049,0.39498339840937563,0.4785302575146403
persistence_recursive,728,8,0.5477814686388922,0.3862515091039313,0.4670164888714118
persistence_recursive,729,8,0.533896514387638,0.37641858973392534,0.4551575520607817
persistence_recursive,730,8,0.5237787287665264,0.37759103739002436,0.45068488307827537
persistence_recursive,731,8,0.5186063545489911,0.38268557338883635,0.4506459639689137
persistence_recursive,732,8,0.5128301593215185,0.38432722678880854,0.4485786930551635
persistence_recursive,733,8,0.5146747825134278,0.38844264251629923,0.4515587125148635
persistence_recursive,734,8,0.5266726867091528,0.3997372653750647,0.46320497604210875
persistence_recursive,735,8,0.533372003560876,0.4057743112671666,0.4695731574140213
persistence_recursive,736,8,0.5273874288041933,0.43069533075681254,0.47904137978050293
persistence_recursive,737,8,0.5513195078137808,0.47424692761798654,0.5127832177158836
persistence_recursive,738,8,0.5791207596311664,0.48676552741269324,0.5329431435219298
persistence_recursive,739,8,0.6195644356985306,0.49635717947521063,0.5579608075868706
persistence_recursive,740,8,0.6580454129268017,0.5070794170342524,0.5825624149805271
persistence_recursive,741,8,0.7428190999950097,0.5177000136618848,0.6302595568284473
persistence_recursive,742,8,0.7576351395039818,0.525704759341274,0.6416699494226279
persistence_recursive,743,8,0.7810170274139463,0.5254141896576203,0.6532156085357833
persistence_recursive,744,8,0.7744598248481047,0.5161489471897448,0.6453043860189247
persistence_recursive,745,8,0.8255294735925531,0.5125883298429068,0.66905890171773
persistence_recursive,746,8,0.8453349493210583,0.5153062887901912,0.6803206190556248
persistence_recursive,747,8,0.8900294320315426,0.5191149966495386,0.7045722143405406
persistence_recursive,748,8,0.9113282554583223,0.5248875402765426,0.7181078978674325
persistence_recursive,749,8,0.8966065716916275,0.5292319587352645,0.712919265213446
persistence_recursive,750,8,0.8888918501142877,0.5319024551911359,0.7103971526527117
persistence_recursive,751,8,0.8879286070121581,0.5371086303471817,0.7125186186796699
persistence_recursive,752,8,0.8997247704304976,0.5513715652458924,0.725548167838195
persistence_recursive,753,8,0.9340538462319522,0.5637430945131692,0.7488984703725607
persistence_recursive,754,8,0.9828551816077071,0.5789775004186768,0.780916341013192
persistence_recursive,755,8,0.993270988830537,0.5930278034300258,0.7931493961302813
persistence_recursive,756,8,1.0159084730280545,0.6043401630941231,0.8101243180610889
persistence_recursive,757,8,1.0603247813579775,0.6255317541357535,0.8429282677468655
persistence_recursive,758,8,1.0962640465524767,0.6341032048544367,0.8651836257034566
persistence_recursive,759,8,1.1254045125720946,0.6415794045951462,0.8834919585836204
persistence_recursive,760,8,1.1389318359241927,0.6480514680154679,0.8934916519698303
persistence_recursive,761,8,1.1706849694659829,0.6604845294502129,0.9155847494580979
persistence_recursive,762,8,1.1940622686302749,0.6759531781068686,0.9350077233685717
persistence_recursive,763,8,1.1917120666005372,0.6825142741275914,0.9371131703640643
persistence_recursive,764,8,1.1906180806559379,0.6907340455989348,0.9406760631274363
persistence_recursive,765,8,1.2071413861828477,0.7066975495117923,0.9569194678473201
persistence_recursive,766,8,1.2408132687587536,0.7201749473996047,0.9804941080791791
persistence_recursive,767,8,1.2494241315419852,0.7331217355385399,0.9912729335402626
persistence_recursive,768,8,1.2493541415341156,0.7432317302026299,0.9962929358683728
persistence_recursive,769,8,1.2405275825346003,0.7490933563148444,0.9948104694247224
persistence_recursive,770,8,1.2183439858002136,0.7512776041724397,0.9848107949863267
persistence_recursive,771,8,1.2350971627433374,0.7738402612137164,1.004468711978527
persistence_recursive,772,8,1.242191197208827,0.7852382440488332,1.0137147206288302
persistence_recursive,773,8,1.2828721905769385,0.8099988898477333,1.046435540212336
persistence_recursive,774,8,1.3457000326203354,0.8294609893356115,1.0875805109779735
persistence_recursive,775,8,1.3893128893837063,0.8505313422382745,1.1199221158109904
persistence_recursive,776,8,1.4065185121635564,0.8646904964745188,1.1356045043190375
persistence_recursive,777,8,1.403447128630963,0.8716486967398046,1.1375479126853838
persistence_recursive,778,8,1.420189515219357,0.8868149099515796,1.1535022125854684
