obs,pred
-0.1505315278592378,-0.11986758715228002
-0.19238027773852523,-0.17342473201266068
-0.21907476578144153,-0.2134353614994804
-0.2304931864358594,-0.2353506040766537
-0.24795215883453608,-0.2538814417882145
-0.275878138241312,-0.2767918049695195
-0.2981074381204,-0.3002149670235352
-0.3330625853384103,-0.3298610874689787
-0.3681365507306233,-0.3686597392034068
-0.39911068575080016,-0.40366668726030647
-0.4257123884842852,-0.4308109449165689
-0.44216698382210823,-0.4582078493915966
-0.4552372184427609,-0.47042095672239775
-0.48591461706652667,-0.4905917913338216
-0.5314488200390295,-0.5184803622938767
-0.49627628589145245,-0.5328008807986337
-0.47886484664891577,-0.502702945195354
-0.49258359245371053,-0.5103243790753227
-0.4989206009875795,-0.529791722975874
-0.47888209397368237,-0.5188028813805532
-0.38054862037443166,-0.4685996863187165
-0.33593005609388954,-0.37348728306495516
-0.32550025150644735,-0.34457217252604416
-0.3319243207684044,-0.34587119629037644
-0.2314034390178674,-0.32603962774138373
-0.15236975126473745,-0.2160784993038145
-0.1248067309177256,-0.15196560170836793
-0.14209686495714702,-0.14508197659503594
-0.12764506370132953,-0.15828377357354984
-0.1293060752596966,-0.1432001933931974
-0.14983950102719906,-0.1538274003820212
-0.16009979031260504,-0.17576507036785013
-0.13445422510875787,-0.1679192593882941
-0.18316821963326002,-0.1440491237889405
-0.15235834625049335,-0.1875380177295651
-0.12308533164845435,-0.13721721121761352
-0.21008478905676736,-0.11700012375487452
-0.2147269977578119,-0.2055923907363748
-0.16861546560619772,-0.19777617392926383
-0.15533967583849748,-0.14949046344288663
-0.17955920220970142,-0.15197672711581117
-0.2061801978124433,-0.1883985444494686
-0.22649745809061422,-0.21491193558233568
-0.24657377088721222,-0.23285914560369275
-0.2909683112557049,-0.25587389041858954
-0.34598124364072164,-0.29966499516246237
-0.36185284408267976,-0.35502855447571213
-0.42265796379208687,-0.3750060777747348
-0.48911490821187065,-0.43252555268380966
-0.5177917054595953,-0.49718497856183475
-0.5140914773543785,-0.5044586404461684
-0.527175074236881,-0.49165453263531034
-0.6074511285868078,-0.5242044727203401
-0.6549734536423466,-0.6082662854242409
-0.6738395546242424,-0.6642479229287852
