obs,pred
-0.828654246504261,-0.8105938162974555
-0.8585222346312877,-0.8422461515412645
-0.9218260147261327,-0.883728779154396
-1.017935366784176,-0.9424054848063544
-1.0675057881101717,-1.0223174051359758
-1.1015922791163855,-1.0679565642913043
-1.1154459596286055,-1.0714082015549986
-1.1389551780885976,-1.118180415193532
-1.1841610127611413,-1.15923951264438
-1.236086463611795,-1.2039502889352216
-1.29789206882705,-1.250802281766202
-1.4141051837865428,-1.3473356982221925
-1.6479054678325833,-1.4809574165192496
-1.7671885383538106,-1.6690502779640435
-1.7941222074181662,-1.7280082883727028
-1.5819653534563793,-1.5348531284976556
-1.4922750209763331,-1.4293396854108915
-1.5134465428909787,-1.4664131473724107
-1.4948311605486178,-1.4540910611485212
-1.421887216621212,-1.3848152980071655
-1.1979091520500202,-1.1860582616815203
-1.045813208344857,-1.0349930366502031
-0.9722738290904902,-0.9714715852021565
-0.9585417168715226,-0.9615514225222949
-0.6940283432379888,-0.7286881878303968
-0.506109820698118,-0.4926537599184917
-0.405094909017601,-0.4030492613017478
-0.38784090754516165,-0.42010455678704717
-0.30134613536733945,-0.3151588281322495
-0.25816202652481857,-0.2594919765298586
-0.2361003047557617,-0.26351913400216115
-0.20724709727194687,-0.2316518876227464
-0.09177232567945663,-0.10823780273220387
-0.10716657860713333,-0.11446059458294552
-0.0015025274378276084,-0.010718106549164729
0.12514740246295525,0.11528544179067851
0.1665420444302501,0.16029439578126653
0.25386893317393494,0.22837302583953156
0.4195981555002796,0.37157090356866157
0.5453241971650937,0.4967850881081259
0.5551749685681917,0.4896115793741786
0.5523172232839852,0.49456432981361304
0.527163568091584,0.49703145978837227
0.5352011436520596,0.4804202625384091
0.5234700407912667,0.3984667012604121
0.26590377868930454,0.331398459241013
0.15815349087859837,0.14061751685487842
0.1199994334080745,0.07479575051806515
0.09473039815219209,0.05109789863917587
0.007033645351875771,-0.009816004183863905
-0.13750326948978592,-0.0318190193894312
-0.12812223963388208,-0.051859712802803985
-0.15719449857969645,-0.12172501241900033
-0.14376691552892157,-0.17458112405565113
-0.3995870283640566,-0.3734920499322032
-0.5668087864157629,-0.5489216266425532
-0.6434682206652165,-0.5831936755026279
-0.6480504786718699,-0.6613065869144743
-0.6220084489302418,-0.5438204477278854
-0.5844883065943451,-0.527634116229365
-0.5859470073943387,-0.5900985527370077
-0.5373092428181396,-0.5198874023080189
-0.5802995428337712,-0.530439803216119
-0.5198443072978132,-0.5159855230988557
-0.341187501982285,-0.2650716228408944
-0.370681347066162,-0.33801749595264163
-0.34999927405874964,-0.32940110573029835
-0.28237803876789536,-0.27088918210083457
-0.3478124397288822,-0.36730468087394125
-0.3613294330539303,-0.38673127039188254
-0.28477607426348167,-0.2923369335333758
-0.1094929671642648,-0.11198464971973521
-0.023802312409569107,-0.042849390557934554
0.03336449856792681,0.01272572647404881
0.11516638885700935,0.09645975609531128
0.17302057192523243,0.15192160218169418
0.27438209867233865,0.24613239940995846
0.4694575983203408,0.4458961138045827
0.5003346685768333,0.4629434551144447
0.5481766000926631,0.5245527584030467
0.5029873860852125,0.5067227024863354
0.40338080865350506,0.40477409526445357
0.40899936512871427,0.3931335156689
0.4993518530341665,0.5029103374306023
0.6306257243082667,0.6266378331572466
0.750998398145384,0.7454310095748544
0.8740227210195533,0.861212580837108
0.9180997750942017,0.8646946695336337
0.8931137511811682,0.8948958426362592
0.8871078144902531,0.8701622153945683
1.0117123470981502,0.9749469016765173
1.131513151337028,1.1147145264083809
1.1939076029727251,1.1648468449335598
1.336008472286071,1.3074529824657366
1.2380785638051497,1.239165436583203
1.210288693050426,1.1562319980586897
1.2614936380692927,1.2332139325704679
1.2721386991852872,1.2535725852430237
1.2450328875181815,1.2110540746779639
1.1754067845004703,1.1374157431067748
1.1636138290217237,1.1447420135607833
1.0279840969433454,1.0016767895149277
0.9566087876436205,0.9209975880531862
0.9685390416879398,0.9475309365268704
0.9973747677936478,0.9854398243473914
0.9938215070348125,0.9724517243294135
0.9111542365898619,0.890081488913484
0.7870135986166173,0.7767978848956891
0.9303663008090658,0.9065986310068758
0.9640027873078834,0.92797381542843
0.9141727274493261,0.8720971576089978
0.8540804160075799,0.8108799832975568
0.8932863686600638,0.8918387680899718
0.8415711692228383,0.8549994794277109
0.7537582595840957,0.7782947538658787
0.6088695704989708,0.6055787975295706
0.5277016027644554,0.5500492148129934
0.46476338826238156,0.4081186776370928
0.3587075772579184,0.30305844447170727
0.2695969201527537,0.21460115758325643
0.17430672944572811,0.16687316666259175
-0.011614477010990387,-0.025466864598704838
-0.14703045731935233,-0.1779821870098479
-0.35918049977642696,-0.3678611169974515
-0.5527182020664478,-0.5621324435727788
-0.630679568628356,-0.6569104803568637
-0.7741574600446663,-0.7986461105547884
-0.9410101206122692,-0.9508327556037451
-0.8783114514458499,-0.8626094342562391
-0.7125921421590429,-0.710102900763758
-0.46554224973763975,-0.5006579457499856
-0.31350379572584347,-0.31132494525117255
-0.2998893043921688,-0.2826637658087014
-0.29748052482379017,-0.20375757379576795
-0.36961260862091566,-0.3187485949947712
-0.4119609948068439,-0.39197428887526464
-0.4250056347658975,-0.3958883367856567
-0.4658056279198475,-0.43795129272836975
-0.5105546614201624,-0.459717597015276
-0.5667519199973372,-0.5581711454859077
-0.5881395105581932,-0.5919281318066505
-0.5437233355561271,-0.5221476346821279
-0.6028858395049499,-0.5782550823082817
-0.5627709739099453,-0.5039357189849023
-0.48165447087770036,-0.42225372750262324
-0.41266339598558255,-0.37718225309950193
-0.4318419517567682,-0.373284825854203
-0.3842491521387805,-0.37964786940654727
-0.30888951325912667,-0.30948978638682
-0.273370469320682,-0.2796049104768683
-0.2835220154024471,-0.26517487872278545
-0.1912435337299325,-0.16769283780660538
-0.1818773882732147,-0.22021537121084941
-0.1732768322023485,-0.1993619866339415
-0.14573533651161,-0.15256326897053646
-0.12228962531614113,-0.14261231354061385
-0.06784132074302793,-0.054533714408424125
-0.03669520718031057,-0.03756623020037672
-0.1150688812455944,-0.055210275646900814
-0.27830832052105076,-0.19680529798611368
-0.5718348755399207,-0.4831024276049016
-0.7514340428864694,-0.691763480821461
-0.7882311269312974,-0.758285971430624
-0.8720158996656873,-0.8296225189649713
-0.9007984396430972,-0.8588051420949798
-0.8522626547191481,-0.7843104307548681
-0.7486132785820951,-0.673915676408811
-0.6922621601337726,-0.6548907133909412
-0.7804413179997456,-0.7337214000967374
-0.784015948185129,-0.7702967169816086
-0.7616591947707898,-0.7592260481201942
-0.7520522722684151,-0.7154757088336618
-0.57733079525055,-0.55039825401704
-0.5860718998206098,-0.5443209078257427
-0.6246418152356912,-0.615210300109567
-0.5200847133464814,-0.5300486833507672
-0.3994074064620145,-0.40000533488873935
-0.36143880296619474,-0.3826573969787648
-0.3711710037317088,-0.40197728776276004
-0.3793313644555598,-0.41911601305087504
-0.3778677368155565,-0.40352523559835185
-0.45695108731052714,-0.4551952327624759
-0.37450694929445144,-0.3723544544458568
-0.2928128187907026,-0.29988574282107744
-0.2140414767632166,-0.19818441251209434
-0.1563265437047267,-0.1606198840964714
-0.1605625428019002,-0.16991269086846583
0.017262745107902017,0.033693290939179533
0.3597050842813372,0.38040196748853794
0.4174596101384595,0.4215729279514144
0.4617249229250466,0.45843604946022837
0.5127465063922256,0.514253644559062
0.6492905531292796,0.6456677823746444
1.0329262517087832,1.0174430337032196
1.0955009188417042,1.0564924553062376
1.2191279189040534,1.2065174641407983
1.2905419306096382,1.2882505344884796
1.4942079990895711,1.47569459639946
1.5886184817370252,1.5478857429171844
1.6443139743069428,1.5940668544735845
1.778151642531174,1.7195626108875819
1.7983380338819432,1.7221306223635044
1.6197765302728688,1.5670686022534388
