station,1,2,3,4,5,6,7,8,9,10,11,12
华弹,1.166989247311828,0.7884433962264151,1.104258064516129,2.027,2.8904608294930876,6.9690714285714295,5.541290322580645,4.868548387096774,5.124904761904762,3.8397004608294933,1.2436428571428573,0.9487327188940092
屏山,2.077956989247312,2.0116509433962264,2.578989247311828,3.589309523809524,3.8952304147465435,5.955214285714286,8.179539170506912,7.553709677419355,5.869833333333333,3.697073732718894,2.3526190476190476,2.002926267281106
岗拖,0.4387311827956989,0.8626886792452831,1.2818494623655914,2.140690476190476,3.789447004608295,6.5481904761904755,6.3105529953917054,5.175990783410138,5.590285714285715,2.964400921658986,0.9345,0.5548847926267281
巴塘,0.5531397849462365,0.9765094339622642,1.6383440860215055,2.7632619047619045,3.2891244239631336,5.407309523809524,7.02520737327189,5.6168663594470045,4.72304761904762,2.193225806451613,1.0870714285714285,0.6705990783410138
攀枝花,0.5783010752688172,0.28096698113207547,0.4791827956989247,1.0497857142857143,2.7853686635944697,9.997190476190475,11.252511520737327,10.735967741935484,9.57502380952381,3.923018433179723,0.5421428571428571,0.38923963133640554
石鼓,0.5536344086021505,0.7624056603773585,0.8905806451612903,1.5229523809523808,2.546912442396313,5.821071428571428,8.735645161290323,8.219055299539171,6.987857142857143,3.1414285714285715,0.5861428571428572,0.3648847926267281
金江街,0.5286236559139785,0.4181367924528302,0.3641720430107527,0.7230714285714286,1.663110599078341,5.0485,7.049861751152074,7.021797235023041,5.352571428571428,2.4789861751152076,0.4647619047619047,0.3939861751152074
阿海,0.9918064516129033,0.929622641509434,0.8620430107526882,1.5696904761904762,2.7567281105990786,7.8229999999999995,8.629884792626727,7.342880184331797,7.450261904761905,3.788294930875576,0.944547619047619,0.6585023041474655
