mean_pred_bin,obs_positive_rate
0.013213953671633024,0.000526685393258427
0.1324010963241259,0.024691358024691357
0.24118305504322052,0.34
0.35010500039373127,0.2857142857142857
0.4588108892951693,0.5714285714285714
0.5495328366756439,0.65
0.6522507634427812,0.2777777777777778
0.7595319535051074,0.5714285714285714
0.8605623602867126,0.7
0.9525198882276361,0.9090909090909091
